userName,at,content
Pengguna Google,2024-12-06 02:16:28,"Kaa... Q udah login,,,, tp kok tiap mau masuk g bisa kenapa yaa"
Pengguna Google,2024-12-06 02:14:19,"Ya tpi bnyak x masalah nya,kebanyakan servis,kebanyakan perbaikan"
Pengguna Google,2024-12-06 01:40:30,Fitur mudah
Pengguna Google,2024-12-06 01:39:35,Ok
Pengguna Google,2024-12-06 01:34:36,"Pengembangnya payah, masa maintenancenya pagi2. Kalau maintenance malam2 lah jam 1 atau jam 2 yang jarang orng transaksi"
Pengguna Google,2024-12-06 00:59:32,"Jelek, susah banget verifikasi wajah, dah berulang ulang gagal terus, payah"
Pengguna Google,2024-12-06 00:53:16,Top
Pengguna Google,2024-12-06 00:42:18,"bagus , lebih simple tapi sayang gak bisa tarik tunai tanpa kartu ."
Pengguna Google,2024-12-06 00:35:16,Sngat mmbntu saya dn mudh d gunakan Nya
Pengguna Google,2024-12-06 00:25:28,Tolong di tambahkan fitur untuk tarik & setor tanpa kartu atm . Trimakasih. Semangat.
Pengguna Google,2024-12-06 00:24:48,Mohon pelayanan nya di perbaiki lagi
Pengguna Google,2024-12-06 00:17:08,Verifikasi wajah eror mulu
Pengguna Google,2024-12-06 00:10:39,Bang kenapa saldo di bawa 1.000.000 gak bsa di transfer
Pengguna Google,2024-12-05 23:37:20,Mau log in muter muter sampe 5x otp akhirnya gak bisa.lebih baik di hapus
Pengguna Google,2024-12-05 23:35:01,Tambahin lagi dong min menu untuk cetak e-statement nya min
Pengguna Google,2024-12-05 23:19:17,Beli pulsa di sini...uang udah di potong.. pulsa nggak masuk Masih enakan pakai yang lama...ngga ribet... Udah komplain Lewat WA..E mail.. Ngga di tanggapin sama sekali... Buruk sekali aplikasi ini...
Pengguna Google,2024-12-05 22:37:56,"Ini gimana sih, kenapa setiap keluar dari aplikasi harus isi data lagi"
Pengguna Google,2024-12-05 22:28:43,3x instal ulang baru normal
Pengguna Google,2024-12-05 22:17:49,Waktu diminta ferivikasi email kode OTP SELALU SALAH padahal sesuai yg terkirim di email saya. Sampai bosan saya
Pengguna Google,2024-12-05 21:10:13,Tiap mau transaksi verifikasi akun. Udh sayah ganti pin word pas mau masuk gak bisa login. Lupa paswor udh sayah ganti pasword yah gak bisa transaksi pinword salah bgtu trus udh 2 Minggu sampai bingung sayah sama aplikasi ini😌
Pengguna Google,2024-12-05 18:46:20,"pengaturan notifikasi tidak bisa d aktifkan padahal d pengaturan hp nya sudah di ijinkan.uang kluar dan uang masuk tidak ada notifny bahkan gak ada masuk di email.sekelas shopee aja pemberitahuannya masuk,dan apk bank lain semua transaksi masuk d email.cuma apk wonder ini aja gak ada.tolong dong notif itu sangat penting krena kita gak tau informasi kalau tiba2 ada saldo keluar atau ada saldo masuk"
Pengguna Google,2024-12-05 17:44:24,"aplikasi gajelas, logout sendiri, berifikasi ulang, udah masukin kode otp tetrp ga masuk. pdahal udah bener sampe 3x lebih. kedip maya sampe ratusan kagak kebaca padahal kamera dan layar terang, Aplikasi AMPAS"
Pengguna Google,2024-12-05 16:59:44,Di suruh register ulang padahal sudah register
Pengguna Google,2024-12-05 16:25:36,"Aplikasi sering error, tidak bisa dibuka...."
Pengguna Google,2024-12-05 16:22:08,"Aplikasi agak membingungkan tampilannya karena sudah terbiasa pakai BNI Mobile, masukan dari saya agar di riwayat transaksi bisa di download seperti BNI Mobile karena saya memerlukan untuk data kantor. Terima Kasih"
Pengguna Google,2024-12-05 16:06:04,"Aplikasi sering bermasalah bakangan ini. Kadang susah login, Transfer sering gagal, top up juga susah . Kacau"
Pengguna Google,2024-12-05 15:40:44,"Tolong diperbaiki lagi, sudah berapa kali saya coba verifikasi wajah. Tetap tidak mau, gimana sih😒🤬"
Pengguna Google,2024-12-05 15:20:18,Knp tdk bisa di download aplikasix Dgn alasan aplikasix tidak kompotaibel dgn ponsel
Pengguna Google,2024-12-05 15:16:30,Apliksai sering eror bukan tambah bagus malah tambah jelek tidak memuaskan
Pengguna Google,2024-12-05 14:52:34,"Sudah dua kali coba transfer virtual account tapi gagal terus, kenapa ya?"
Pengguna Google,2024-12-05 14:35:32,"Tammpilan simpel tapi menarik, jadi mudah dipahami banget. Baguss👏"
Pengguna Google,2024-12-05 14:30:21,"Uang gak balik2 sudah 2 bulan, sudah kirim email ke bni call tp sampe skrg ga ada kabarnya, semoga cepet dibaca deh, udah nyerah banget dan tolong segera balikin duit saya ya!!!! Supaya ga kapok pake BNI ckckck"
Pengguna Google,2024-12-05 14:24:33,"Aplikasinya sangat membantu banget buat transaksi, fitur""nya simpel jadi mudah dipahami👍👍"
Pengguna Google,2024-12-05 14:18:06,"Sumpah bikin kesal aplikasi nya, jelek. Selalu minta pasword baru, sehari dua hari gk buka mbanking di HP. Pas buka malah minta pasword baru, masukin pasword lama, selalu salah . Jengkel sama aplikasi baru nya. Giliran kita butuh tf cepat malah gk bisa buka aplikasi nya. 😤😤😤😤"
Pengguna Google,2024-12-05 13:59:15,"Sering lelet,,, perbaikan terus..masih bagus yg lama"
Pengguna Google,2024-12-05 13:57:22,"Fiturnya gampang di akses, gampang banget dimengerti. Buat pendaftarannya juga gampang ga ribet. Gudlah nih aplikasi"
Pengguna Google,2024-12-05 13:57:10,"Susah banget untuk registrasi nya ga kaya aplikasi bank"" lain"
Pengguna Google,2024-12-05 13:55:41,"tolong diperbaiki...cari mutasi transaksi saja ribet banget...seharunya user makin dipermudah, ini makin ruet. mending balik aplilasi lama."
Pengguna Google,2024-12-05 13:47:03,"aplikasi bahlul,sering eror dikit dikit perbaikan system,klo belum siap jangan terbitin donk,mending mbanking bni yg lama lebih lengkap fiturnya cuma kekurangannya fitur saldo g bisa lsg berubah otomatis setelah transaksi,fitur transaksi tarik tunai tanpa kartu jg g ada,lemot juga"
Pengguna Google,2024-12-05 13:46:52,👍🏽👍🏽👍🏽
Pengguna Google,2024-12-05 13:46:31,lemot padahal hp ku iqoo 13
Pengguna Google,2024-12-05 13:46:24,Waaaw pokoknya pake apk ini no ribet ribet di jamin paling terbaik🥳🥳🥳🥳
Pengguna Google,2024-12-05 13:45:33,"Tolong di perbaiki kembali, belakangan ini sering banget errornya"
Pengguna Google,2024-12-05 13:45:27,Aman tapi sayang sering gangguan.
Pengguna Google,2024-12-05 13:43:37,"sudah 2x ini saya tidak bisa menggunakan aplikasi ini karena sedang masa maintenance/server error, kenapa ya ini selalu terjadi? sebelumnya saya pakai BNI Mobile pemakaian 1thn lebih tidak pernah sekalipun server bermasalah seperti ini, tolong segera di tindaklanjuti, ini benar² sangat mengganggu, apa lgi bermasalah saat di butuhin, pilihan tepat memang tidak menyimpan uang di satu tempat🤦"
Pengguna Google,2024-12-05 13:39:26,Sering down perbaikan... Tp t pakai bni biasa ttp suruh pakai ini... Akhir mau beli pulsa jd g bisa... Payah
Pengguna Google,2024-12-05 13:38:48,mengecewakan... sering eror layanan. disaat penting jadi susah. maaf saya uninstal.. mending pake BNI mobile banking yg lama.
Pengguna Google,2024-12-05 13:37:04,Mantap sukses bni
Pengguna Google,2024-12-05 13:35:18,msih mndin bni mobile dri pda aplikasi wondr.. tiap kali mw login eror ktrngan.a maaf ada sdkit kndla trus
Pengguna Google,2024-12-05 13:34:55,"Saat sangat dibutuhkan saat ini untuk suatu transaksi malah tidak bisa digunakan, bahkan pakai app lama bnimobile tidak menyelesaikan masalah karena fiturnya telah beralih ke app ini"
Pengguna Google,2024-12-05 13:34:49,"Sering terjadi terus gangguan. Pas mau beli pulsa listrik atau top up ewallet status berhasil, tapi belum masuk sama sekali di tanyain ke email BNI nya harus nunggu 5x24 jam, tolong perbaiki terus kalau gak saya berhenti memakai bni"
Pengguna Google,2024-12-05 13:33:45,Aplikasi nya kayak taek... Bnyak x cengkunek nya... 😡😡😡😡😡 Ribet x bnyak x cengkunek nya Kyak taek Pyah x lh pokok nya....
Pengguna Google,2024-12-05 13:33:12,Kacau apk gak bisa login. fitur lagi tidak tersedia
Pengguna Google,2024-12-05 13:32:54,Kok aplikasinya susah login!!
Pengguna Google,2024-12-05 13:32:27,Maap kepada admin yg terhormat ini apk wonder lagi error atau kenapa? Aku melakukan transfer tapi riwayat transaksinya ga ke rekap dn saldoku berkurang🙏
Pengguna Google,2024-12-05 13:31:52,Tolong perbaiki. Tiap mau tarik saldo pasti suruh nunggu.
Pengguna Google,2024-12-05 13:31:50,Aplikasi sering error... Layanan buruk
Pengguna Google,2024-12-05 13:31:24,Sangat bgus
Pengguna Google,2024-12-05 13:30:25,Gak jelas ni wondr gangguan mulu gmna mau bnyak yg minat percuma soal nya word gak jelas ni wondr nya
Pengguna Google,2024-12-05 13:30:04,Wondr by BNI ku ngak bisa buka gimana solusinya??? Mohon penjelasannya
Pengguna Google,2024-12-05 13:29:58,Ga enak untuk mutasinya. Gada saldo akhirnya (neraca). Lebih enak pake BNI mobile banking.
Pengguna Google,2024-12-05 13:29:52,Lelet banget.. ATM juga ngk bs terbaca.. Pada bagus
Pengguna Google,2024-12-05 13:29:49,"Aplikasi Ampas, Kalau Aplikasi Masih Beta Jangn di Rilis. Nyusahin Hari hari Maintenance, Mengganggu. 1. Gak bisa Tarik Tunai Tanpa Kartu 2. Loading Kaya Server Pakai Ram 1 GB 3. Tim Development dan Maintenance nya Lelet, Keburu Bikin M Banking di ATM Lain. Sudah jangan banyak banyak, Nanti Makin Banyak Yg di benerin..."
Pengguna Google,2024-12-05 13:29:35,Jelek gangguan terus
Pengguna Google,2024-12-05 13:29:31,Aplikasi makin kesini makin lemot.. nasabah pada kecewa.. yok lah ramai-ramai uninstal dan pindah bank
Pengguna Google,2024-12-05 13:29:21,"Apk gk jelas saya hapus bni banking demi pakai ini wondr, setiap kali mau masuk eror terusss Gk rekoment"
Pengguna Google,2024-12-05 13:28:57,aplikasi jelek selalu eror
Pengguna Google,2024-12-05 13:28:52,"tampilan pada aplikasi Bener bener bagus dan juga transaksi mudah tanpa gangguan apapun, bisa bayar scara mudah melalui qris tanpa ga harus cape bawa uang cash kemana mana"
Pengguna Google,2024-12-05 13:28:51,"Lelet, dan banyak gangguan Transaksi saya untuk topup saldo konter saya jadi terhambat 😤 Sudah 3 kartu provider yg di coba tetap ngk bisa di lakukan transaksi"
Pengguna Google,2024-12-05 13:28:46,Mbanking BNI yg baru skrng jlek suka gangguan trus
Pengguna Google,2024-12-05 13:28:35,Apk nya kadang ngebug gak bisa di buka
Pengguna Google,2024-12-05 13:28:21,ikutan pake gara2 nonton iklannya wkwkw not bad tp msh bisa dikembangkan lebih baik lg 👍🏽
Pengguna Google,2024-12-05 13:27:45,"Tolonglah kalau ada perbaikan sistem jangan mendadak Beri notifikasi/peringatan Mau bayar warteg, tiba-tiba perbaikan sistem, nggak bawa tunai juga"
Pengguna Google,2024-12-05 13:27:27,Lemot banget
Pengguna Google,2024-12-05 13:27:26,"Apk apa ini perbaikan terus,ini nggk bisa login lagiii"
Pengguna Google,2024-12-05 13:27:19,Aplikasi kebanyakan troubleee mulu hampir setiap hari trouble kalu belum siap buat apk jangan dulu lah upgrade mendingan benerin dulu tuh apk lama sama aja gada kemajuan
Pengguna Google,2024-12-05 13:27:17,apk payah gangguan mulu mau bayar qrist jadi susah
Pengguna Google,2024-12-05 13:26:23,"la ngulang lagi pitur tidak tersediah ,mn ganti yg lamo Bae wndr byk BNI dak bagus ,dikit 2 gangguan tutuplah ganti yg lamo aman tanpa ad kendal"
Pengguna Google,2024-12-05 13:25:45,Akhir² ini BNI sering gangguan Kecewa banget Menghambat pekerjaan banget Uang buat setoran ke kantor malah sering terhambat
Pengguna Google,2024-12-05 13:25:23,"Belum mateng apps nya di paksain launching sebulan bisa berapa kali seharian full gak bisa di gunakan aplikasi ini, mending M-banking yg lama aja dong kalo tau begini"
Pengguna Google,2024-12-05 13:25:15,Ayolah jgn eror trus 🥺
Pengguna Google,2024-12-05 13:24:34,Jelek suka eror .kenapa ga bisa buka
Pengguna Google,2024-12-05 13:24:28,Update malah susah d buka.fitur tidak tersedia
Pengguna Google,2024-12-05 13:24:23,Aplikasi lemot banget sering error
Pengguna Google,2024-12-05 13:24:10,Jelek banget. Ke buatan anak magang
Pengguna Google,2024-12-05 13:24:09,simple banget buat transaksi qris. mudah digunakan. semoga ke depannya makin banyak fitur yg bermanfaat 👍🏽
Pengguna Google,2024-12-05 13:23:57,ini kenapa sih lagi eror ya apknya tanggal 5des 2024
Pengguna Google,2024-12-05 13:23:27,Ngehe entut geming ni apk kebanyakan ngebak asu Ra katel
Pengguna Google,2024-12-05 13:23:02,Ini wonder kenapa ya ko gabisa digunakan sekarang
Pengguna Google,2024-12-05 13:22:42,"Parah sih, seharian mbanking gak bisa buka hanya tampilan wonder by bni. Selalu muncul dalam gangguan. Sementara lagi butuh untuk belanja ini bukan hanya saya hampir teman sekantor gak bisa akses. Tolong di cek kembali ya, kalau kayak gini bagusan yang sebelah"
Pengguna Google,2024-12-05 13:21:42,"Secara tampilan bagus, lebih simpel. Tapi secara performa, lebih bagus aplikasi yang lama. Aplikasi ini seringkali error saat ingin melakukan transaksi. Seringkali maintenance tiba-tiba. Tolong ya semoga diperbaiki agar tidak sering error."
Pengguna Google,2024-12-05 13:20:55,Trouble lagi gimana ini wah kurang sippp
Pengguna Google,2024-12-05 13:20:23,"sering trouble, hampir setiap hari jadi susah kalo mau transaksi, tolong BNI segera diperbaiki agar tidak merugikan nasabah"
Pengguna Google,2024-12-05 13:20:04,Knp kadang eror
Pengguna Google,2024-12-05 13:20:03,"Sangat jelek,bagusan yg aplikasi lama Yg ini gangguan terus"
Pengguna Google,2024-12-05 13:19:47,error terus
Pengguna Google,2024-12-05 13:19:46,suka bangett. aplikasinya banyak fitur fitur yang bagus trus juga mudah dipahami buat yang mau buka rekening online mana sat set banget mau transansi dimana aja mudah. TOP DEH!!
Pengguna Google,2024-12-05 13:19:37,sistemnya gangguan terus
Pengguna Google,2024-12-05 13:19:33,"Gak rekomen banyak gangguan dan kendala, transaksi gagal namun saldo terpotong saat tf bi fast ke bank lain masih blm di refund sampe saat ini.!!!"
Pengguna Google,2024-12-05 13:19:01,Bagus Banget apklikasinya❤️
Pengguna Google,2024-12-05 13:18:29,"sudah bagus2 aplikasi yg dulu, sekarang malah sering error, membuat pekerjaan terhambat"
Pengguna Google,2024-12-05 13:18:18,Nganguan terus aplikasinya
Pengguna Google,2024-12-05 13:18:15,Apk koclok
Pengguna Google,2024-12-05 13:18:10,Ok
Pengguna Google,2024-12-05 13:17:46,"Terlalu sering perbaikan, ditambah diwaktu yg ramai penggunaannya, misal malam"
Pengguna Google,2024-12-05 13:17:39,"WOI BANGSATT,KLO GANGGUAN TERUS,MENDING TUTUP AJA BANK NYA,MASIH BANYAK BANK LAIN YANG LEBIH PRIORITAS MELAYANI NASABAH"
Pengguna Google,2024-12-05 13:17:28,lola sih
Pengguna Google,2024-12-05 13:17:21,"Sering error, nggak bisa tarik tunai tanpa kartu"
Pengguna Google,2024-12-05 13:16:54,"Seperti aplikasi belum siap pakai sih... Sering error... Pernah tf, ad bukti tf dan sukses.. Tp si penerima belum dapat tf nya...😩😩"
Pengguna Google,2024-12-05 13:16:52,Apk dibuka gabisa mulu
Pengguna Google,2024-12-05 13:16:37,Perbaiki sistem sering gangguan server
Pengguna Google,2024-12-05 13:16:28,"SERING BANGET GANGGUAN NAPA SIH ? NIAT GA NIAT , JARINGAN BAGUS PADAHAL !!!!!!!!!!!!!!!!!!!!!!!!!!!"
Pengguna Google,2024-12-05 13:16:21,Aduh ini tolong error
Pengguna Google,2024-12-05 13:16:04,Kenapa sering bermasalah akhir2 ini
Pengguna Google,2024-12-05 13:14:08,banyak lag
Pengguna Google,2024-12-05 13:12:41,"Ini aplikasi jelek bgt sih, udah di update masih aja susah login... Pas login lelet bgt lagii ahh"
Pengguna Google,2024-12-05 13:12:10,"Aplikasinya bagus mudah untuk transaksi, cuman sering errorr"
Pengguna Google,2024-12-05 13:12:01,Ini kenapa ya apikasi baru tapi sering gangguan terus
Pengguna Google,2024-12-05 13:11:43,"Belum siap buat aplikasi, masih sering Bug. Masuk aja loading lama, transaksi Qris gagal terus. Katanya lebih simpel tapi justru beberapa fitur penting di BNI M-Banking malah dihilangkan, seperti riwayat transaksi yang tidak bisa di download. Intinya Masih Lebih bagus dengan BNI Mobile Banking yang sebelumnya. Banyak keluhan di Wondr tapi tidak ada perbaikan, ya pantas rating dibawah 4"
Pengguna Google,2024-12-05 13:09:58,"Aplikasi eror trus, eror lagi gitu aja trus, lagi butuh malah gak bisa dipake 😏🫵🏻"
Pengguna Google,2024-12-05 13:09:35,Good
Pengguna Google,2024-12-05 13:09:30,Suruh ganti aplikasi tapi server error taikkk
Pengguna Google,2024-12-05 13:08:59,Sering error aplikasinya.. Lebih suka BNI mobile..
Pengguna Google,2024-12-05 13:08:58,Dan gangguan lagi... Astaga .. kapan normalnya
Pengguna Google,2024-12-05 13:08:48,"Terlalu sering error saat mau login, harus menunggu lama baru bisa login, terlebih saat jam pagi sering sekali aplikasi tidak bisa dibuka. Saat topup e-walet atau bayar listrik pun kadang transaksi gagal tapi saldo terdebet."
Pengguna Google,2024-12-05 13:08:45,wondr bermasalah terus LG penting d pake malah error parah nih apk
Pengguna Google,2024-12-05 13:08:22,"Ini kenapa ya saya baru aja update aplikasi nya malah ga bisa di buka, tlng dong diperbaiki lagi, saya lagi butuh bgt ini"
Pengguna Google,2024-12-05 13:08:08,aplikasi sering gangguan
Pengguna Google,2024-12-05 13:07:47,Aplikasi sampah sering banget gangguan sistem
Pengguna Google,2024-12-05 13:07:32,Akhir akhir ini sering gangguan
Pengguna Google,2024-12-05 13:07:13,Sangat buruk. Selalu gangguan saat d butuhkan.
Pengguna Google,2024-12-05 13:07:07,Aplikasi kenapa tidak bisa di buka hari ini
Pengguna Google,2024-12-05 13:06:44,Sering bngt maintenance
Pengguna Google,2024-12-05 13:06:41,"Sering bermasalah, mana smpe seharian bermasalahnya, bisa dibuka nnti bsoknya"
Pengguna Google,2024-12-05 13:06:36,"Ini aplikasi parah sumpah, lelet sekali. Untuk bisnis sangat tidak disarankan. Jauh lebih bagus aplikasi mobile banking versi lama. Ini loading terus sampai seharian full.. Selalu fitur tidak tersedia. Tolong dipikirkan lagi aplikasi ini jika sudah benar benar mumpuni baru rilis di play store, ini memperlambat transaksi bisnis"
Pengguna Google,2024-12-05 13:06:30,"Kembali bintang 5, simple, ringan dan fun."
Pengguna Google,2024-12-05 13:06:05,Agar lebih baik lg
Pengguna Google,2024-12-05 13:05:55,Perbaikan terus jadi terganggu saat ada transaksi
Pengguna Google,2024-12-05 13:05:51,Mantap sangat membantu
Pengguna Google,2024-12-05 13:05:37,Lebih lemot..
Pengguna Google,2024-12-05 13:05:34,Sering gangguan
Pengguna Google,2024-12-05 13:05:15,ganguan teros
Pengguna Google,2024-12-05 13:05:02,eror terussssss
Pengguna Google,2024-12-05 13:04:16,"Masih ada bug dari login,susah buat masuk"
Pengguna Google,2024-12-05 13:04:12,Engga bagus bgt .. gangguan Mulu ..kpan mau maksimal nya ..
Pengguna Google,2024-12-05 13:04:05,Ini kenapa kok lama sekali gak bisa di buka apk nya.aneh bngt bisa lama banget kaya gini gak bisa di buka2.kalo lagi urgent gimana coba
Pengguna Google,2024-12-05 13:04:02,Parah sering eror
Pengguna Google,2024-12-05 13:03:32,"Sering gangguan, kalau mau masuk sering gagal, keluar tulisan fitur tidak tersedia terus"
Pengguna Google,2024-12-05 13:03:15,"Apk nya sering error, tidak bekerja dengan baik"
Pengguna Google,2024-12-05 13:03:05,Apk sampah gangguan terus
Pengguna Google,2024-12-05 13:01:31,"terlalu sering kendala, dimana kalau ada transaksi urgent masa kendala terus"
Pengguna Google,2024-12-05 13:00:44,Wondr by BNI ini sangat membantu bgtt buat pengelolaan keuangan secara digital dengan fitur yang lengkap dan aman. Aplikasi ini cocok untuk pengguna yang menginginkan kemudahan dan kenyamanan dalam bertransaksi
Pengguna Google,2024-12-05 12:56:38,"Selama digunakan belum pernah ad error atau keluar sendiri, pakainya jg cukup mudah krn banyak fitur yg membantu. Suka dengan tampilannya, dan semoga bisa lebih bagus lagi"
Pengguna Google,2024-12-05 12:52:33,"Sudah bagus namun masih standar, perlu banyak peningkatan"
Pengguna Google,2024-12-05 12:52:33,"aplikasi yg berguna bgt bisa memantau keluar masuk keuangan, terus bisa bayar pakai qris juga dan bnyak fiturnya mempermudah semuanya. keren bgt"
Pengguna Google,2024-12-05 12:52:03,"Tambah sering susah dibuka. Bayangin lagi di resto harus bayar, ngantri, tb tb wondrnya gabisa dibuka. Tolong diperbaiki ya, padahal jaringan saya lancar lancar aja"
Pengguna Google,2024-12-05 12:50:16,"jujur ya, aplikasi bni ini lifesaver banget. gue gak perlu buang waktu ngantri di atm lagi, semua bisa selesai di hp"
Pengguna Google,2024-12-05 12:50:08,Aplikasi Wondr by BNI sangat praktis untuk kebutuhan sehari-hari. Mau ngapain aja bisa dalam satu aplkkasi.
Pengguna Google,2024-12-05 12:49:53,"Kenapa jaringannya sering lelet, 😭 ketika g bawa. Duit cash yg di harepin wondr tapi lelet kadang transaksi gagal"
Pengguna Google,2024-12-05 12:49:35,Selalu lama dibukanya Setiap login loadingnya lama Berjam jam Payah
Pengguna Google,2024-12-05 12:48:29,Bisa ngga di klo perbaikan tuh jgn sore di atas jam 12 malem gitu biar ngga ganggu aktifitas ini kejadian 5 desember 2024
Pengguna Google,2024-12-05 12:47:15,"eror lagi eror lagi, setiap uang yg masuk ke akun dari apk ini slalu eror pas mau masuk ke akun nya 😭😭😭"
Pengguna Google,2024-12-05 12:46:39,"Aplikasi nya sangat memudahkan transaksi, transaksi juga jadi lebih aman"
Pengguna Google,2024-12-05 12:46:24,"Bayar qris di wonder, cepat banget, cuman 3 langkah, langsung beres"
Pengguna Google,2024-12-05 12:46:10,terlalu seringi gangguan🤦
Pengguna Google,2024-12-05 12:43:43,Trouble muku g jelas
Pengguna Google,2024-12-05 12:43:27,"Banyak kendala, kebanyakan down nya pernah tranfer kepotong tapi gak ke kirim"
Pengguna Google,2024-12-05 12:43:05,Semenjak pake ini lelet aku jadi gak suka BNI
Pengguna Google,2024-12-05 12:42:42,"Sering ganguan dikit"" perbaikan"
Pengguna Google,2024-12-05 12:42:12,Aplikasi gak jelas lemotttttt
Pengguna Google,2024-12-05 12:42:03,"Bagus m. Banking daripada wondr, orang beralih apk lebih bagus ini BNI semakin mundur aja aku lihat..mau login aja susah perbaikan lah katanya ga jelas aku kasi bintang 1 aja dulu krn semakin mundur aja BNI bukan semakin maju apk nya"
Pengguna Google,2024-12-05 12:41:38,"perbaikan"" terus."
Pengguna Google,2024-12-05 12:41:17,"Kalo aplnya masih prematur kayak gini jangan di launching, malah dipaksa lagi pke apl ini, katanya internet gak lancar, kalo gak lancar internet nonton YouTube lancar lancar aja, baru buka apl ini tiba tiba ada masalah kan gak ngotak ya"
Pengguna Google,2024-12-05 12:39:52,"Aplikasi sampah, jaringan bagus tapi tidak bisa digunakan"
Pengguna Google,2024-12-05 12:39:07,"So far blm pernah asa bug, dan ide nya bagus banget gak nyangka bisa recap pengeluaran buat beli apa. Nicee banget. Trs gak sulit buka apps nya. Love it"
Pengguna Google,2024-12-05 12:37:46,Suka banget sama aplikasi ini. Selain simpel dia juga canggih loh. QR aja bisa pake foto qr
Pengguna Google,2024-12-05 12:37:39,Banyak gangguannya
Pengguna Google,2024-12-05 12:37:38,Ini dari sore error lagi ni wondr gmna ya ga bisa loggin bisa tau masalah Nya apalagi sich..ko pas lagi butuh perlu ada aj ganguanya minta di bantu..kapan bisa baik lagi ini wondr
Pengguna Google,2024-12-05 12:36:56,Lemot
Pengguna Google,2024-12-05 12:36:38,Aplikasi ini sangat bermanfaat dengan fiture melimpah hingga memudahkan dalam bertransaksi.
Pengguna Google,2024-12-05 12:36:04,Ahir2 ini suasah sekali di akses ini apk
Pengguna Google,2024-12-05 12:35:57,Sangat sangat tidak berguna
Pengguna Google,2024-12-05 12:35:53,Gangguan terus sebulan bisa tiap Minggu gangguan 👎
Pengguna Google,2024-12-05 12:34:45,Simpel
Pengguna Google,2024-12-05 12:34:05,Eror terus. Gak jelas.
Pengguna Google,2024-12-05 12:33:38,Kalo belum siap aplikasi baru jgn suruh migrasi ke wondr aplikasi sering gangguan
Pengguna Google,2024-12-05 12:33:37,Bni wonder saya eror mana abis gajian hrusnya klo ada perbaikan usahakan di atas jam 00:00 soalnya kebutuhan orng bnyak yg mendesak
Pengguna Google,2024-12-05 12:33:18,Ini kenapa akun ku ga bisa login..stelah di update...bikin ribet
Pengguna Google,2024-12-05 12:32:55,"Tolong.....😭 Kenapa setelah di update jadi lemot? Dan selalu fitur tidak tersedia? Padahal tadi saya lagi beli pulsa, please takut terpotong uangnya😭. Padahal sebelum sebelumnya bagus banget, dan sangat mempermudah transaksi. Tapi aku masih kasih bintang 5, semoga segera diperbaiki biar kembali seperti semula🙏"
Pengguna Google,2024-12-05 12:32:40,Susah login
Pengguna Google,2024-12-05 12:32:35,beralihndr BNI mobile bukannya makin bagus malah makin sering ngebug. BUMN ni bikin apa2 ga bisa maksimal. Tolong tingkatkan maintenace.
Pengguna Google,2024-12-05 12:32:31,Sangat menyusahkan dan sangat buruk untuk apk ini selalu ada kendala selalu dalam perbaikan mending apk lama
Pengguna Google,2024-12-05 12:32:15,"Aplikasi sampah banget, kalo belum siap ngga usah di launching sampe ilangin menu di aplikasi lama. PD banget dah, udah tau aplikasinya masih jelek minimal aplikasi bni mobile masih berfungsi dulu. Heran banget dah"
Pengguna Google,2024-12-05 12:31:54,Sering terjadi eror (fitur ini sedang tidak bisa di akses) sering terjadi ketika ingin menggunakan apl nya
Pengguna Google,2024-12-05 12:31:49,Bagus siiiiihhh.... tapi Sering ada kendala tidak bisa login.... apakah aplikasi ini aman dari pembobolan....??? Mohon di tingkatkan performa dan keamanannya....!!!!
Pengguna Google,2024-12-05 12:31:33,Sistemnya masih banyak perbaikan terus
Pengguna Google,2024-12-05 12:31:26,Gmna sistem wonder ini sering kali pengguna mengalami susah login dengan kalimat sistem sedang di perbaiki
Pengguna Google,2024-12-05 12:31:18,"Kok makin buruk ya, maaf selama ini sangat lancar menggunakan BNI Mbanking, tp semenjak beralih ke wondr by BNI malah ngatat melulu. repot jadinya mau transaksi terus pake aplikasi ini"
Pengguna Google,2024-12-05 12:31:08,"perbaikan mulu ,digunaka pending mulu"
Pengguna Google,2024-12-05 12:31:01,"Gaje, mau masuk aplikasi malah fitur tidak tersedia terus heran, mau bayar listrik aja ribet bgt harus via wondr gbs m-banking biasa."
Pengguna Google,2024-12-05 12:30:40,Aplikasi gak bermutu... Selalu Gangguan terus
Pengguna Google,2024-12-05 12:30:39,"gajelas banget nih aplikasi, orang mau transaksi, masuk ke apk nya susah banget. udah nunggu setengah jam, katanya perbaikan fitur, ini lama banget."
Pengguna Google,2024-12-05 12:30:23,Terlalu sering bermasalah!!!!!!!!!!!!
Pengguna Google,2024-12-05 12:30:09,"Dengan Wondr by BNI, semua kebutuhan transaksi bisa dilakukan dalam satu platform. Keamanan yang diberikan juga sangat baik, jadi tidak perlu khawatir. Sangat direkomendasikan untuk siapa pun yang ingin mengelola keuangan dengan lebih mudah."
Pengguna Google,2024-12-05 12:30:03,Gileee dari jam 6 smpai jam setengah 9 malam. Error terusss mau baayar kebutuhan jadi repot
Pengguna Google,2024-12-05 12:29:43,"Bisa trobel sih skelas bni buat.,"
Pengguna Google,2024-12-05 12:29:30,"Buka aplikasi ga bisa2, mau topup tapi aplikasi ga kebuka2. Apa saya ada salah sama BNI?"
Pengguna Google,2024-12-05 12:29:02,LEMOT BANGET
